"specimen_id","source","raw_row"
"thom94d3","PEER SPD rectangular_properties","211	Thomsen and Wallace 1994, D3		71.2	331	1	152.4	152.4	596.9	0	C	9.5	9.5	8	11.1	1	11.1	1	0.0245	475.8	738	475.8	738	414	RD: Rectangular and diagonal ties	3	3.4	3.2	6	44.5	3.2	6	38.1	0	1,262	1,448		1	0	0	0	596.9	3.41	3.41"
